name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368,160.0,250Nm@ 1750-2500rpm,5.0
Maruti Ertiga SHVS VDI,2019,925000,50000,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7.0
Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,130Nm@ 4000rpm,7.0
Hyundai Creta 1.4 CRDi S,2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0
Maruti Celerio VXI MT BSIV,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0
Hyundai Santro Sportz AMT BSIV,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,Diesel,Individual,Manual,First Owner,16.0,1997,140.0,320Nm@ 1600-2800rpm,7.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Mahindra Supro LX 8 Str,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98Nm@ 1600-3000rpm,8.0
Tata Harrier XZ BSIV,2019,1700000,15000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,350Nm@ 1750-2500rpm,5.0
Datsun GO Plus T VDC,2019,590000,4000,Petrol,Individual,Manual,First Owner,19.72,1198,67.0,104Nm@ 4000rpm,7.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0
Maruti Swift AMT VXI,2018,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai i20 Active SX Petrol,2019,700000,20000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Tata Zest Revotron 1.2T XMS,2019,620000,100000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Hyundai i20 Active 1.4 S,2018,720000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5.0
Hyundai Elite i20 Petrol Asta,2019,700000,17000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5.0
Honda WR-V i-DTEC VX,2019,1000000,72000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200Nm@ 1750rpm,5.0
Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.79,998,67.05,90Nm@ 3500rpm,5.0
Tata Tigor 1.2 Revotron XZ,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250Nm@ 1500-2500rpm,5.0
Tata Zest Quadrajet 1.3 XT,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5.0
Hyundai EON Era Plus,2018,299000,33000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470Nm@ 1750-2500rpm,7.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Hyundai Elite i20 Petrol CVT Magna Executive,2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,114.73nm@ 4000rpm,5.0
Hyundai Verna VTVT 1.6 SX,2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5.0
Maruti Wagon R LXI CNG Optional,2019,459999,35000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,860000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Tata Tiago 1.2 Revotron XE,2018,400000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Hyundai Xcent 1.2 CRDi E,2018,500000,35000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5.0
Honda Amaze S Diesel BSIV,2018,700000,43000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200Nm@ 1750rpm,5.0
Ford EcoSport 1.5 Petrol Titanium BSIV,2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.31,150Nm@ 4500rpm,5.0
Mahindra KUV 100 D75 K8,2020,550000,60000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6.0
Maruti Swift Dzire ZDI Plus,2018,800000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Tata Tiago NRG Petrol AMT,2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199,83.81,114Nm@ 3500rpm,5.0
Hyundai i20 Petrol CVT Asta,2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.4,1197,81.86,114.73nm@ 4000rpm,5.0
Ford EcoSport 1.5 TDCi Signature BSIV,2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Swift Dzire LDI,2019,558000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Maruti Ciaz 1.3 Alpha,2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0
Hyundai i20 1.2 Spotz,2018,600000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Tata Tiago 1.2 Revotron XZ,2018,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,200Nm@ 1400-2200rpm,2.0
Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5.0
Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13,1498,108.6,250Nm@ 1500-2500rpm,5.0
Maruti Swift Dzire ZDI,2018,780000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,13.68,2393,147.51,360Nm@ 1400-2600rpm,7.0
Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0
Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.5,230Nm@ 1500-2500rpm,5.0
Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,15.17,1968,181.0,380Nm@ 1750-3000rpm,5.0
Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5.0
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,21.73,1498,108.62,250Nm@ 1500-3000rpm,5.0
Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,224nm@ 1500-2750rpm,5.0
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300Nm@ 1500-2500rpm,5.0
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0
Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.24nm@ 1750-2250rpm,5.0
Maruti Alto 800 LXI,2018,350000,44000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130Nm@ 4000rpm,5.0
Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200Nm@ 1750rpm,7.0
Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,95Nm@ 3000-4300rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0
Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,5.0
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5.0
Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Maruti Alto 800 VXI,2020,360000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69Nm@ 3500rpm,5.0
Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,16.0,2179,138.0,330Nm@ 1600-2800rpm,7.0
Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368,160.0,250Nm@ 1750-2500rpm,5.0
Maruti Alto K10 VXI,2018,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0
Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,224nm@ 1500-2750rpm,5.0
Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,104Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,7.0
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245Nm@ 4000rpm,8.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72Nm@ 4386rpm,5.0
Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200Nm@ 1750rpm,5.0
Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5.0
Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,110Nm@ 4800rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85Nm@ 3000rpm,5.0
Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5.0
Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0
Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,114Nm@ 3500rpm,5.0
Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,113nm@ 4400rpm,5.0
Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,250Nm@ 1500-3000rpm,5.0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,250Nm@ 1500-3000rpm,5.0
Audi A3 35 TDI Premium Plus,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968,143.0,320Nm@ 1750-3000rpm,5.0
Maruti Alto 800 VXI,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Hyundai Creta 1.4 E Plus,2019,990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7Nm@ 1500-2750rpm,5.0
Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461,83.14,200Nm@ 1750rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Alto 800 VXI,2018,320000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Honda Amaze VX i-DTEC,2018,675000,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0
Mahindra Marazzo M2 8Str BSIV,2019,977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,8.0
Maruti Wagon R VXI BS IV,2018,440000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Maruti Wagon R VXI BS IV,2018,440000,17000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Hyundai i20 1.2 Spotz,2018,655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0
Maruti Wagon R LXI CNG,2018,400000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0
Datsun GO Plus A Option Petrol,2018,530000,65000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,7.0
Hyundai Creta 1.6 SX Automatic,2018,1380000,55000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,151NM@ 4850rpm,5.0
Mahindra KUV 100 D75 K4 Plus,2018,420000,31000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6.0
Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,51000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Baleno RS 1.0 Petrol,2019,780000,7200,Petrol,Individual,Manual,First Owner,21.1,998,100.5,150Nm@ 1700-4500rpm,5.0
Maruti Wagon R AMT VXI Option,2018,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0
Tata Zest Quadrajet 1.3 XT,2018,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5.0
Mahindra TUV 300 mHAWK100 T8,2018,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7.0
Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Honda Jazz 1.5 S i DTEC,2018,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,200Nm@ 1750rpm,5.0
Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,8.0
Maruti Swift VDI,2018,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift LDI,2018,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Renault KWID AMT,2018,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,91Nm@ 4250rpm,5.0
